course_title,course_number,instructor,location,time,enrolled,book,course_url 
PHYE 5R - 01   Basic Scuba Diving,20881,"Lopez,L.T.",TBA To Be Arranged,STU: Ocean,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODEiO30%3D
PHYE 5R - 01   Basic Scuba Diving,20881,"Lopez,L.T.",W 02:00PM-05:00PM,STU: 50 Mtr Pool,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODEiO30%3D
PHYE 5R - 01   Basic Scuba Diving,20881,"Lamborg,C.",Tu 07:10PM-10:00PM,STU: Cowell Clrm 131,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODEiO30%3D
PHYE 5R - 02   Basic Scuba Diving,23369,Staff,TBA To Be Arranged,STU: Ocean,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjkiO30%3D
PHYE 5R - 02   Basic Scuba Diving,23369,"Edwards,C.A.",Tu 07:10PM-10:00PM,STU: Cowell Clrm 131,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjkiO30%3D
PHYE 5R - 02   Basic Scuba Diving,23369,"Fiechter,J.",Th 03:00PM-06:00PM,STU: 50 Mtr Pool,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005R__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjkiO30%3D
PHYE 5S - 01   AdvancedScubaDiving,20818,"Moore,A.M.",F 05:10PM-08:00PM,STU: OPERS Conference 211E,0 of 18 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005S__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MTgiO30%3D
PHYE 5T - 01   Scuba Rescue Diving,20868,"McCarthy,M.D.",Tu 04:00PM-06:00PM,STU: OPERS Conference 211E,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__005T__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjgiO30%3D
PHYE 9B - 01   BegDinghySailing,20824,"Ravelo,A.C.",Tu 09:30AM-12:00PM,STU: Harbor,6 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjQiO30%3D
PHYE 9B - 02   BegDinghySailing,20825,"Lamborg,C.",W 09:30AM-12:00PM,STU: Harbor,9 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjUiO30%3D
PHYE 9B - 03   BegDinghySailing,20826,"McCarthy,M.D.",Th 09:30AM-12:00PM,STU: Harbor,5 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjYiO30%3D
PHYE 9B - 04   BegDinghySailing,20827,"Edwards,C.A.",F 09:30AM-12:00PM,STU: Harbor,8 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjciO30%3D
PHYE 9B - 05   BegDinghySailing,20828,"Bye,T.",F 12:30PM-03:00PM,STU: Harbor,4 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjgiO30%3D
PHYE 9B - 06   AdaptiveBegSail,20829,"Roth,P.A.",Tu 01:30PM-04:00PM,STU: Harbor,0 of 4 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009B__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MjkiO30%3D
PHYE 9C - 01   IntermedDinghySail,20830,"Otte,R.E.",Tu 12:30PM-03:00PM,STU: Harbor,15 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzAiO30%3D
PHYE 9C - 02   IntermedDinghySail,20831,"Orlandi,N.",W 12:30PM-03:00PM,STU: Harbor,2 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009C__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzEiO30%3D
PHYE 9C - 03   IntermedDinghySail,20875,Staff,M 12:30PM-03:00PM,STU: Harbor,2 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009C__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzUiO30%3D
PHYE 9D - 01   Adv Dinghy Sailing,20872,"Bowin,J.F.",Th 12:30PM-03:00PM,STU: Harbor,8 of 8 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzIiO30%3D
PHYE 9H - 01   Basic Rowing,23366,"Stone,A.D.",TuTh 09:45AM-11:30AM,STU: Harbor,5 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009H__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjYiO30%3D
PHYE 9H - 02   Basic Rowing,23370,"Bowin,J.F.",MW 09:45AM-11:30AM,STU: Harbor,4 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009H__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNzAiO30%3D
PHYE 9H - 03   Basic Rowing,23371,Staff,MW 08:00AM-09:45AM,STU: Harbor,0 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009H__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNzEiO30%3D
PHYE 9J - 01   Inter/Adv Rowing,23367,"Roth,P.A.",TuTh 08:00AM-09:45AM,STU: Harbor,1 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009J__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjciO30%3D
PHYE 9K - 01   Ocean Kayaking,20863,"Matherne,S.M.",TuTh 09:00AM-11:00AM,STU: Harbor,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009K__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjMiO30%3D
PHYE 9K - 02   Ocean Kayaking,20864,"Orlandi,N.",TuTh 11:00AM-01:00PM,STU: Harbor,5 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009K__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjQiO30%3D
PHYE 9S - 01   Beg Keel Sailing,20865,Staff,Th 12:30PM-03:00PM,STU: Harbor,1 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009S__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjUiO30%3D
PHYE 9S - 02   Beg Keel Sailing,20871,Staff,W 12:30PM-03:00PM,STU: Harbor,6 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009S__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzEiO30%3D
PHYE 9T - 01   Inter Keel Sailing,20873,"Stone,A.D.",M 12:30PM-03:00PM,STU: Harbor,3 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009T__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzMiO30%3D
PHYE 9X - 01   Adv Keel Sailing,20874,"Wilson,J.R.",M 09:30AM-12:00PM,STU: Harbor,0 of 4 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__009X__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzQiO30%3D
PHYE 15B - 01   Basketball I,20882,"Wilson,J.R.",TuTh 09:00AM-10:00AM,STU: West Gym,5 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODIiO30%3D
PHYE 15B - 02   Basketball I,20883,"Wilson,J.R.",TuTh 10:00AM-11:00AM,STU: West Gym,25 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015B__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODMiO30%3D
PHYE 15H - 01   Racquetball,20832,"McCallum,J.R.",Th 06:00PM-08:00PM,STU: E Racquet Ct,3 of 18 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015H__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzIiO30%3D
PHYE 15N - 01   Tennis I,20833,"McCallum,J.R.",TuTh 09:00AM-10:00AM,STU: E Tennis Ct,8 of 24 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015N__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzMiO30%3D
PHYE 15N - 02   Tennis II,20834,"Shin,C.J.",TuTh 10:00AM-11:00AM,STU: E Tennis Ct,5 of 24 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015N__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzQiO30%3D
PHYE 15N - 03   Tennis III,20835,"Shin,C.J.",TuTh 11:00AM-12:00PM,STU: E Tennis Ct,2 of 24 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015N__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzUiO30%3D
PHYE 15T - 01   Volleyball I,20859,"Shin,C.J.",MW 10:00AM-11:00AM,STU: West Gym,8 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015T__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTkiO30%3D
PHYE 15T - 02   Volleyball II,20836,"Shin,C.J.",MW 11:00AM-12:00PM,STU: West Gym,7 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015T__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzYiO30%3D
PHYE 15T - 03   Sand Volleyball,20889,"Shin,C.J.",TuTh 01:30PM-03:00PM,STU: East Field,9 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__015T__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODkiO30%3D
PHYE 20A - 01   Ballet I,20837,"Shin,C.J.",MW 09:00AM-10:30AM,STU: Dance Studio,17 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzciO30%3D
PHYE 20A - 02   Continuing Ballet I,20838,"Shin,C.J.",TuTh 08:45AM-10:15AM,STU: Dance Studio,10 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzgiO30%3D
PHYE 20A - 03   Ballet II,20839,"Shin,C.J.",MW 10:30AM-12:00PM,STU: Dance Studio,7 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020A__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4MzkiO30%3D
PHYE 20A - 04   Ballet III,20840,"Kingon,R.L.",TuTh 10:15AM-11:45AM,STU: Dance Studio,8 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020A__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDAiO30%3D
PHYE 20B - 01   Folk Dance,20866,"Kingon,R.L.",TuTh 12:00PM-01:00PM,STU: Dance Studio,4 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjYiO30%3D
PHYE 20C - 01   Jazz Dance I,20841,"Scheer,H.L.",MW 03:00PM-04:30PM,STU: Dance Studio,10 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDEiO30%3D
PHYE 20C - 02   Jazz Dance II,20869,"Scheer,H.L.",TuTh 01:30PM-03:00PM,STU: Dance Studio,14 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020C__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjkiO30%3D
PHYE 20C - 03   Jazz Dance III,20886,"Scheer,H.L.",MW 05:00PM-06:30PM,STU: Dance Studio,2 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020C__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODYiO30%3D
PHYE 20D - 01   Modern Dance I,20842,"Scheer,H.L.",MW 01:30PM-03:00PM,STU: Dance Studio,6 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDIiO30%3D
PHYE 20D - 02   Modern Dance II/III,20843,"Kingon,R.L.",MW 12:00PM-01:30PM,STU: Dance Studio,5 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020D__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDMiO30%3D
PHYE 20F - 01   Indiv Study Dance,20844,"Scheer,H.L.",TBA To Be Arranged,STU: Dance Studio,0 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__020F__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDQiO30%3D
PHYE 25A - 01   Fencing:Epee,20876,"Scheer,H.L.",TuTh 03:00PM-04:00PM,STU: East Gym,3 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__025A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzYiO30%3D
PHYE 25B - 01   Fencing: Foil,20877,"Scheer,H.L.",TuTh 02:00PM-03:00PM,STU: East Gym,5 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__025B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzciO30%3D
PHYE 25C - 01   Fencing:Sabre,20878,Staff,TuTh 04:00PM-05:00PM,STU: East Gym,10 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__025C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzgiO30%3D
PHYE 28K - 01   Soccer,23368,Staff,TuTh 10:00AM-11:45AM,STU: East Field,12 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__028K__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNjgiO30%3D
PHYE 30G - 01   Stretch & Strengthen,20845,Staff,TuTh 12:00PM-01:00PM,STU: PE Activity Rm,13 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDUiO30%3D
PHYE 30G - 02   Pilates I,20861,Staff,TuTh 10:15AM-11:30AM,STU: PE Activity Rm,14 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjEiO30%3D
PHYE 30G - 03   Pilates I,20862,"Johnston,D.L.",WF 09:15AM-10:15AM,STU: OPERS Multi Purpose,25 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjIiO30%3D
PHYE 30G - 04   Pilates I,20867,"Johnston,D.L.",WF 10:30AM-11:30AM,STU: OPERS Multi Purpose,11 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NjciO30%3D
PHYE 30G - 05   Pilates II,20887,"Kingon,R.L.",WF 11:50AM-12:50PM,STU: PE Activity Rm,9 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODciO30%3D
PHYE 30G - 06   Total Body Condition,23376,"Kingon,R.L.",TuTh 01:15PM-02:45PM,STU: OPERS Multi Purpose,8 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNzYiO30%3D
PHYE 30G - 07   Total Body Condition,23824,"Kingon,R.L.",MW 01:15PM-02:45PM,STU: OPERS Multi Purpose,19 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4MjQiO30%3D
PHYE 30G - 08   Total Body Condition,23919,"Kingon,R.L.",TuTh 09:20AM-10:20AM,STU: East Field,8 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030G__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM5MTkiO30%3D
PHYE 30H - 01   Tai Chi Chuan,20880,"Kent,T.",TuTh 03:00PM-04:30PM,STU: OPERS Multi Purpose,5 of 35 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030H__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODAiO30%3D
PHYE 30J - 01   Strength Training,20847,"Kent,T.",MW 10:30AM-12:00PM,STU: Fitness/Wellness,30 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030J__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDciO30%3D
PHYE 30J - 02   Strength Training,20848,Staff,MW 09:00AM-10:30AM,STU: Fitness/Wellness,22 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030J__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDgiO30%3D
PHYE 30J - 03   Cardio Strength Training,20849,"Muldawer,D.A.",TuTh 10:30AM-12:00PM,STU: Fitness/Wellness,1 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030J__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NDkiO30%3D
PHYE 30J - 04   Begin Strength Training,20884,"Muldawer,D.A.",TuTh 09:00AM-10:30AM,STU: Fitness/Wellness,6 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030J__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODQiO30%3D
